epoch,acc,loss,val_acc,val_loss
0,0.8333333730697632,2.1016063690185547,0.8333333730697632,0.7244158983230591
1,0.8333333730697632,0.7682949304580688,0.8333333730697632,0.7116261124610901
2,0.8333333730697632,0.7446146011352539,0.8333333730697632,0.7029916644096375
3,0.8333333730697632,0.716774582862854,0.8333333730697632,0.6940280199050903
4,0.8333333730697632,0.713200569152832,0.8333333730697632,0.6857815980911255
5,0.8333333730697632,0.6893560886383057,0.8333333730697632,0.6782861948013306
6,0.8333333730697632,0.6886765360832214,0.8333333730697632,0.6703181862831116
7,0.8333333730697632,0.6913082003593445,0.8333333730697632,0.6626473069190979
8,0.8333333730697632,0.6648584008216858,0.8333333730697632,0.6547989249229431
9,0.8333333730697632,0.6573653817176819,0.8333333730697632,0.6469845771789551
10,0.8333333730697632,0.6460423469543457,0.8333333730697632,0.6390137076377869
11,0.8333333730697632,0.6296867728233337,0.8333333730697632,0.612827479839325
12,0.8333333730697632,0.6342219114303589,0.8333333730697632,0.6002205014228821
13,0.8333333730697632,0.6146358847618103,0.8333333730697632,0.5920976996421814
14,0.8333333730697632,0.605628252029419,0.8333333730697632,0.5844639539718628
15,0.8333333730697632,0.6029298901557922,0.8333333730697632,0.574851930141449
16,0.8333333730697632,0.5871124863624573,0.8333333730697632,0.5675610303878784
17,0.8333333730697632,0.5825978517532349,0.8333333730697632,0.5601776838302612
18,0.8333333730697632,0.5932077169418335,0.8333333730697632,0.553144097328186
19,0.8333333730697632,0.5697762370109558,0.8333333730697632,0.5461418628692627
20,0.8333333730697632,0.5638775825500488,0.8333333730697632,0.5392179489135742
21,0.8333333730697632,0.5525116920471191,0.8333333730697632,0.5323437452316284
22,0.8333333730697632,0.5539931058883667,0.8333333730697632,0.525699257850647
23,0.8333333730697632,0.544371485710144,0.8333333730697632,0.5191751718521118
24,0.8333333730697632,0.5405274033546448,0.8333333730697632,0.5128167271614075
25,0.8333333730697632,0.5346389412879944,0.8333333730697632,0.5065696835517883
26,0.8333333730697632,0.5315583348274231,0.8333333730697632,0.5007378458976746
27,0.8333333730697632,0.528065025806427,0.8333333730697632,0.495031476020813
28,0.8333333730697632,0.5195221304893494,0.8333333730697632,0.48950058221817017
29,0.8333333730697632,0.5151649713516235,0.8333333730697632,0.484097421169281
30,0.8333333730697632,0.5119063258171082,0.8333333730697632,0.4788930118083954
31,0.8333333730697632,0.500039279460907,0.8333333730697632,0.4738112688064575
32,0.8333333730697632,0.4998067319393158,0.8333333730697632,0.4688986539840698
33,0.8333333730697632,0.4971805810928345,0.8333333730697632,0.4642113745212555
34,0.8333333730697632,0.4861155152320862,0.8333333730697632,0.45953068137168884
35,0.8333333730697632,0.48270323872566223,0.8333333730697632,0.45518016815185547
36,0.8333333730697632,0.4834916293621063,0.8333333730697632,0.45093706250190735
37,0.8333333730697632,0.47648143768310547,0.8333333730697632,0.44682666659355164
38,0.8333333730697632,0.4754558801651001,0.8333333730697632,0.4429561495780945
39,0.8333333730697632,0.4716378450393677,0.8333333730697632,0.4392278492450714
40,0.8333333730697632,0.46999016404151917,0.8333333730697632,0.4356743097305298
41,0.8333333730697632,0.46323633193969727,0.8333333730697632,0.43217188119888306
42,0.8333333730697632,0.46261775493621826,0.8333333730697632,0.4287867248058319
43,0.8333333730697632,0.46217188239097595,0.8333333730697632,0.42561984062194824
44,0.8333333730697632,0.45446547865867615,0.8333333730697632,0.42256003618240356
45,0.8333333730697632,0.45025280117988586,0.8333333730697632,0.4196937084197998
46,0.8333333730697632,0.4532763659954071,0.8333333730697632,0.4167006313800812
47,0.8333333730697632,0.4508030414581299,0.8333333730697632,0.4138706922531128
48,0.8333333730697632,0.4448980689048767,0.8333333730697632,0.41118839383125305
49,0.8333333730697632,0.44349998235702515,0.8333333730697632,0.4087245464324951
50,0.8333333730697632,0.4416665732860565,0.8333333730697632,0.40621495246887207
51,0.8333333730697632,0.4398697018623352,0.8333333730697632,0.4049622416496277
52,0.8333333730697632,0.4327848255634308,0.8333333730697632,0.40273553133010864
53,0.8333333730697632,0.4368920922279358,0.8333333730697632,0.40059390664100647
54,0.8333333730697632,0.42955663800239563,0.8333333730697632,0.39864057302474976
55,0.8333333730697632,0.4265064299106598,0.8333333730697632,0.39659491181373596
56,0.8333333730697632,0.42866218090057373,0.8333333730697632,0.3946649730205536
57,0.8333333730697632,0.4276570975780487,0.8333333730697632,0.39290210604667664
58,0.8333333730697632,0.41897687315940857,0.8333333730697632,0.39111363887786865
