epoch,acc,loss,val_acc,val_loss
0,0.8320000171661377,1.7059462070465088,0.8333332538604736,1.4013574123382568
1,0.8319166898727417,1.4965925216674805,0.8333332538604736,1.0740265846252441
2,0.8319166898727417,1.2857855558395386,0.8333332538604736,1.048595666885376
3,0.830583393573761,1.309638500213623,0.8333332538604736,1.0293160676956177
4,0.8316667675971985,1.1869826316833496,0.8333332538604736,0.9448767304420471
5,0.830750048160553,1.1511040925979614,0.8333332538604736,0.8636728525161743
6,0.8321666717529297,1.0834643840789795,0.8333332538604736,0.7625860571861267
7,0.8317500352859497,1.019099235534668,0.8333332538604736,0.7365596294403076
8,0.8322499990463257,0.991767406463623,0.8333332538604736,0.6927207112312317
9,0.8320000767707825,0.9476032257080078,0.8333332538604736,0.6364750862121582
10,0.8321667909622192,0.9366817474365234,0.8333332538604736,0.5924604535102844
11,0.8319166898727417,0.8687344789505005,0.8333332538604736,0.549731433391571
12,0.8319166898727417,0.8578706979751587,0.8333332538604736,0.5185486078262329
13,0.8324167728424072,0.7838915586471558,0.8333332538604736,0.5075422525405884
14,0.831166684627533,0.7362934947013855,0.8333332538604736,0.475847452878952
15,0.8313333988189697,0.7712286114692688,0.8333332538604736,0.4633174538612366
16,0.8321666717529297,0.7350084781646729,0.8333332538604736,0.45946064591407776
17,0.8315833210945129,0.7033147215843201,0.8333332538604736,0.4574624001979828
18,0.8314999938011169,0.732469379901886,0.8333332538604736,0.45227694511413574
19,0.8320832848548889,0.6949912905693054,0.8333332538604736,0.44682127237319946
20,0.8309999704360962,0.6992703676223755,0.8333332538604736,0.4435115158557892
21,0.8317499756813049,0.7010337710380554,0.8333332538604736,0.4400259256362915
22,0.8313333988189697,0.6791824698448181,0.8333332538604736,0.43848857283592224
23,0.8316667079925537,0.6721254587173462,0.8333332538604736,0.4371326267719269
24,0.8316666483879089,0.6547817587852478,0.8333332538604736,0.43639057874679565
25,0.8302500247955322,0.6582342386245728,0.8333332538604736,0.43525707721710205
26,0.831250011920929,0.6176813244819641,0.8333332538604736,0.43383464217185974
27,0.8315833806991577,0.6466564536094666,0.8333332538604736,0.4332987666130066
28,0.8322500586509705,0.6271429657936096,0.8333332538604736,0.4326886832714081
29,0.831166684627533,0.634042501449585,0.8333332538604736,0.43231359124183655
30,0.8302500247955322,0.6265521049499512,0.8333332538604736,0.4316900074481964
31,0.8317499756813049,0.64401775598526,0.8333332538604736,0.4311252236366272
32,0.8305834531784058,0.6085259914398193,0.8333332538604736,0.43107399344444275
33,0.831083357334137,0.6166306138038635,0.8333332538604736,0.430521696805954
34,0.8321667313575745,0.5860415101051331,0.8333332538604736,0.4299499988555908
35,0.831416666507721,0.584019660949707,0.8333332538604736,0.4296322166919708
36,0.8317499756813049,0.5705072283744812,0.8333332538604736,0.4290826618671417
37,0.8309167623519897,0.5641775727272034,0.8333332538604736,0.4285348355770111
38,0.831416666507721,0.5637610554695129,0.8333332538604736,0.42834484577178955
39,0.830500066280365,0.5825425386428833,0.8333332538604736,0.4277934730052948
40,0.8307499885559082,0.5637288689613342,0.8333332538604736,0.42738044261932373
41,0.830166757106781,0.5765644907951355,0.8333332538604736,0.4277367889881134
42,0.8303333520889282,0.5636538863182068,0.8333332538604736,0.4274076223373413
43,0.8306666016578674,0.563859224319458,0.8333332538604736,0.4269281029701233
44,0.8310000896453857,0.5528203845024109,0.8333332538604736,0.4266342520713806
45,0.8298333883285522,0.5707868337631226,0.8333332538604736,0.4263700544834137
46,0.8300833702087402,0.5667961239814758,0.8333332538604736,0.4262915849685669
47,0.8292499780654907,0.5403063893318176,0.8333332538604736,0.42603495717048645
48,0.8300833702087402,0.5668421983718872,0.8333332538604736,0.425751656293869
49,0.8311667442321777,0.5508111715316772,0.8333332538604736,0.42556554079055786
50,0.8305000066757202,0.5554419159889221,0.8333332538604736,0.4256681799888611
51,0.8296666741371155,0.5349269509315491,0.8333332538604736,0.4254764914512634
52,0.829916775226593,0.5395957827568054,0.8333332538604736,0.424914687871933
53,0.8300000429153442,0.5152445435523987,0.8333332538604736,0.4249563217163086
54,0.8293333649635315,0.5374745726585388,0.8333332538604736,0.42473694682121277
55,0.8295000791549683,0.5280615091323853,0.8333332538604736,0.425062358379364
56,0.8295832872390747,0.54731684923172,0.8333332538604736,0.42484328150749207
57,0.8291667103767395,0.5342184901237488,0.8333332538604736,0.4247279167175293
58,0.8282500505447388,0.5181601047515869,0.8333332538604736,0.42470020055770874
59,0.828083336353302,0.5105499029159546,0.8333332538604736,0.4248081147670746
60,0.830916702747345,0.5269266366958618,0.8333332538604736,0.42468327283859253
61,0.8291667699813843,0.5260902047157288,0.8333332538604736,0.4245125353336334
62,0.8292499780654907,0.5045824646949768,0.8333332538604736,0.4242829382419586
63,0.8295000195503235,0.524669349193573,0.8333332538604736,0.42417410016059875
64,0.8285000324249268,0.5157479047775269,0.8333332538604736,0.42428746819496155
65,0.8297500610351562,0.5265567302703857,0.8333332538604736,0.42434805631637573
66,0.8296666741371155,0.5013424158096313,0.8333332538604736,0.424186646938324
67,0.8293333649635315,0.5160877108573914,0.8333332538604736,0.42430055141448975
68,0.8297500610351562,0.5040305256843567,0.8333332538604736,0.42427998781204224
69,0.8296667337417603,0.5182543396949768,0.8333332538604736,0.4242377281188965
70,0.830250084400177,0.5158938765525818,0.8333332538604736,0.42419081926345825
71,0.8295000195503235,0.5265262126922607,0.8333332538604736,0.4244525134563446
72,0.828666627407074,0.5187515616416931,0.8333332538604736,0.4242917001247406
73,0.8309999704360962,0.5134217143058777,0.8333332538604736,0.42420530319213867
74,0.8286666870117188,0.5148290395736694,0.8333332538604736,0.42476117610931396
75,0.8290001153945923,0.5084043145179749,0.8333332538604736,0.4246765673160553
76,0.8292500376701355,0.5052835941314697,0.8333332538604736,0.42461609840393066
77,0.828166663646698,0.48752227425575256,0.8333332538604736,0.42457205057144165
78,0.8278332948684692,0.5064894556999207,0.8333332538604736,0.4244682192802429
79,0.828666627407074,0.49981027841567993,0.8333332538604736,0.42449674010276794
80,0.8291667699813843,0.4936923086643219,0.8333332538604736,0.4247620105743408
81,0.827250063419342,0.4950050413608551,0.8333332538604736,0.42477351427078247
82,0.828916609287262,0.5240973234176636,0.8333332538604736,0.424696147441864
83,0.8288334012031555,0.5067982077598572,0.8333332538604736,0.42459636926651
84,0.8295000195503235,0.5053889751434326,0.8333332538604736,0.42535343766212463
85,0.827833354473114,0.5083522200584412,0.8333332538604736,0.4253310263156891
86,0.8285000324249268,0.4895769953727722,0.8333332538604736,0.42537420988082886
87,0.8268333077430725,0.5029578804969788,0.8333332538604736,0.4255492389202118
88,0.8286666870117188,0.5015764236450195,0.8333332538604736,0.4254320561885834
89,0.8265833854675293,0.49031323194503784,0.8333332538604736,0.4255259037017822
90,0.8273334503173828,0.4882236421108246,0.8333332538604736,0.42549973726272583
91,0.8261666893959045,0.4965488314628601,0.8333332538604736,0.4253843128681183
92,0.8302499651908875,0.49941498041152954,0.8333332538604736,0.42539575695991516
93,0.8279167413711548,0.5109653472900391,0.8333332538604736,0.4255683422088623
94,0.8268333077430725,0.5027740597724915,0.8333332538604736,0.4254365861415863
95,0.8289167284965515,0.5061966776847839,0.8333332538604736,0.4253917932510376
96,0.8275833129882812,0.4811616837978363,0.8333332538604736,0.4252597391605377
97,0.82833331823349,0.49155983328819275,0.8333332538604736,0.4251614809036255
98,0.8274999260902405,0.4973590672016144,0.8333332538604736,0.4251285493373871
